线路编号,车次号,车站编号,到达时刻,发车时刻
7,722006,324,5:40:15,5:40:50
7,722006,323,5:42:30,5:43:10
7,722006,322,5:44:30,5:45:10
7,722006,321,5:46:30,5:47:05
7,722006,320,5:48:20,5:49:05
7,722006,319,5:50:45,5:50:45
7,722006,318,5:52:25,5:53:05
7,722006,317,5:54:45,5:55:25
7,722006,316,5:57:00,5:57:45
7,722006,315,5:59:15,5:59:50
7,722006,314,6:01:10,6:01:45
7,722006,313,6:03:25,6:03:55
7,722006,312,6:05:15,6:06:10
7,722006,311,6:08:00,6:08:30
7,722006,310,6:10:50,6:11:20
7,722006,309,6:12:40,6:13:10
7,722006,308,6:15:10,6:16:10
7,722008,328,5:38:30,5:39:00
7,722008,327,5:40:25,5:41:00
7,722008,326,5:42:50,5:42:50
7,722008,325,5:44:40,5:45:20
7,722008,324,5:46:45,5:47:20
7,722008,323,5:49:00,5:49:40
7,722008,322,5:51:00,5:51:40
7,722008,321,5:53:00,5:53:35
7,722008,320,5:54:50,5:55:35
7,722008,319,5:57:15,5:57:15
7,722008,318,5:58:55,5:59:35
7,722008,317,6:01:15,6:01:55
7,722008,316,6:03:30,6:04:15
7,722008,315,6:05:45,6:06:20
7,722008,314,6:07:40,6:08:15
7,722008,313,6:09:55,6:10:25
7,722008,312,6:11:45,6:12:40
7,722008,311,6:14:30,6:15:00
7,722008,310,6:17:20,6:17:50
7,722008,309,6:19:10,6:19:40
7,722008,308,6:21:40,6:22:40
7,722010,328,5:45:00,5:45:30
7,722010,327,5:46:55,5:47:30
7,722010,326,5:49:20,5:49:20
7,722010,325,5:51:10,5:51:50
7,722010,324,5:53:15,5:53:50
7,722010,323,5:55:30,5:56:10
7,722010,322,5:57:30,5:58:10
7,722010,321,5:59:30,6:00:05
7,722010,320,6:01:20,6:02:05
7,722010,319,6:03:45,6:03:45
7,722010,318,6:05:25,6:06:05
7,722010,317,6:07:45,6:08:25
7,722010,316,6:10:00,6:10:45
7,722010,315,6:12:15,6:12:50
7,722010,314,6:14:10,6:14:45
7,722010,313,6:16:25,6:16:55
7,722010,312,6:18:15,6:19:10
7,722010,311,6:21:00,6:21:30
7,722010,310,6:23:50,6:24:20
7,722010,309,6:25:40,6:26:10
7,722010,308,6:28:10,6:29:10
7,722012,328,5:51:30,5:52:00
7,722012,327,5:53:25,5:54:00
7,722012,326,5:55:50,5:55:50
7,722012,325,5:57:40,5:58:20
7,722012,324,5:59:45,6:00:20
7,722012,323,6:02:00,6:02:40
7,722012,322,6:04:00,6:04:40
7,722012,321,6:06:00,6:06:35
7,722012,320,6:07:50,6:08:35
7,722012,319,6:10:15,6:10:15
7,722012,318,6:11:55,6:12:35
7,722012,317,6:14:15,6:14:55
7,722012,316,6:16:30,6:17:15
7,722012,315,6:18:45,6:19:20
7,722012,314,6:20:40,6:21:15
7,722012,313,6:22:55,6:23:25
7,722012,312,6:24:45,6:25:40
7,722012,311,6:27:30,6:28:00
7,722012,310,6:30:20,6:30:50
7,722012,309,6:32:10,6:32:40
7,722012,308,6:34:40,6:35:40
7,722014,328,5:59:30,6:00:00
7,722014,327,6:01:25,6:02:00
7,722014,326,6:03:50,6:03:50
7,722014,325,6:05:40,6:06:20
7,722014,324,6:07:45,6:08:20
7,722014,323,6:10:00,6:10:40
7,722014,322,6:12:00,6:12:40
7,722014,321,6:14:00,6:14:35
7,722014,320,6:15:50,6:16:35
7,722014,319,6:18:15,6:18:15
7,722014,318,6:19:55,6:20:35
7,722014,317,6:22:15,6:22:55
7,722014,316,6:24:30,6:25:15
7,722014,315,6:26:45,6:27:20
7,722014,314,6:28:40,6:29:15
7,722014,313,6:30:55,6:31:25
7,722014,312,6:32:45,6:33:40
7,722014,311,6:35:30,6:36:00
7,722014,310,6:38:20,6:38:50
7,722014,309,6:40:10,6:40:40
7,722014,308,6:42:40,6:43:40
7,722016,328,6:07:30,6:08:00
7,722016,327,6:09:25,6:10:00
7,722016,326,6:11:50,6:11:50
7,722016,325,6:13:40,6:14:20
7,722016,324,6:15:45,6:16:20
7,722016,323,6:18:00,6:18:40
7,722016,322,6:20:00,6:20:40
7,722016,321,6:22:00,6:22:35
7,722016,320,6:23:50,6:24:35
7,722016,319,6:26:15,6:26:15
7,722016,318,6:27:55,6:28:35
7,722016,317,6:30:15,6:30:55
7,722016,316,6:32:30,6:33:15
7,722016,315,6:34:45,6:35:20
7,722016,314,6:36:40,6:37:15
7,722016,313,6:38:55,6:39:25
7,722016,312,6:40:45,6:41:40
7,722016,311,6:43:30,6:44:00
7,722016,310,6:46:20,6:46:50
7,722016,309,6:48:10,6:48:40
7,722016,308,6:50:40,6:51:40
7,722018,328,6:15:30,6:16:00
7,722018,327,6:17:25,6:18:00
7,722018,326,6:19:50,6:19:50
7,722018,325,6:21:40,6:22:20
7,722018,324,6:23:45,6:24:20
7,722018,323,6:26:00,6:26:40
7,722018,322,6:28:00,6:28:40
7,722018,321,6:30:00,6:30:35
7,722018,320,6:31:50,6:32:35
7,722018,319,6:34:15,6:34:15
7,722018,318,6:35:55,6:36:35
7,722018,317,6:38:15,6:38:55
7,722018,316,6:40:30,6:41:15
7,722018,315,6:42:45,6:43:20
7,722018,314,6:44:40,6:45:15
7,722018,313,6:46:55,6:47:25
7,722018,312,6:48:45,6:49:40
7,722018,311,6:51:30,6:52:00
7,722018,310,6:54:20,6:54:50
7,722018,309,6:56:10,6:56:40
7,722018,308,6:58:40,6:59:40
7,722020,328,6:19:30,6:20:00
7,722020,327,6:21:25,6:22:00
7,722020,326,6:23:50,6:23:50
7,722020,325,6:25:40,6:26:20
7,722020,324,6:27:45,6:28:20
7,722020,323,6:30:00,6:30:40
7,722020,322,6:32:00,6:32:40
7,722020,321,6:34:00,6:34:35
7,722020,320,6:35:50,6:36:35
7,722020,319,6:38:15,6:38:15
7,722020,318,6:39:55,6:40:35
7,722020,317,6:42:15,6:42:55
7,722020,316,6:44:30,6:45:15
7,722020,315,6:46:45,6:47:20
7,722020,314,6:48:40,6:49:15
7,722020,313,6:50:55,6:51:25
7,722020,312,6:52:45,6:53:40
7,722020,311,6:55:30,6:56:00
7,722020,310,6:58:20,6:58:50
7,722020,309,7:00:10,7:00:40
7,722020,308,7:02:40,7:03:40
7,722022,328,6:23:30,6:24:00
7,722022,327,6:25:25,6:26:00
7,722022,326,6:27:50,6:27:50
7,722022,325,6:29:40,6:30:20
7,722022,324,6:31:45,6:32:20
7,722022,323,6:34:00,6:34:40
7,722022,322,6:36:00,6:36:40
7,722022,321,6:38:00,6:38:35
7,722022,320,6:39:50,6:40:35
7,722022,319,6:42:15,6:42:15
7,722022,318,6:43:55,6:44:35
7,722022,317,6:46:15,6:46:55
7,722022,316,6:48:30,6:49:15
7,722022,315,6:50:45,6:51:20
7,722022,314,6:52:40,6:53:15
7,722022,313,6:54:55,6:55:25
7,722022,312,6:56:45,6:57:40
7,722022,311,6:59:30,7:00:00
7,722022,310,7:02:20,7:02:50
7,722022,309,7:04:10,7:04:40
7,722022,308,7:06:40,7:07:40
7,722024,328,6:27:30,6:28:00
7,722024,327,6:29:25,6:30:00
7,722024,326,6:31:50,6:31:50
7,722024,325,6:33:40,6:34:20
7,722024,324,6:35:45,6:36:20
7,722024,323,6:38:00,6:38:40
7,722024,322,6:40:00,6:40:40
7,722024,321,6:42:00,6:42:35
7,722024,320,6:43:50,6:44:35
7,722024,319,6:46:15,6:46:15
7,722024,318,6:47:55,6:48:35
7,722024,317,6:50:15,6:50:55
7,722024,316,6:52:30,6:53:15
7,722024,315,6:54:45,6:55:20
7,722024,314,6:56:40,6:57:15
7,722024,313,6:58:55,6:59:25
7,722024,312,7:00:45,7:01:40
7,722024,311,7:03:30,7:04:00
7,722024,310,7:06:20,7:06:50
7,722024,309,7:08:10,7:08:40
7,722024,308,7:10:40,7:11:40
7,722026,328,6:31:30,6:32:00
7,722026,327,6:33:25,6:34:00
7,722026,326,6:35:50,6:35:50
7,722026,325,6:37:40,6:38:20
7,722026,324,6:39:45,6:40:20
7,722026,323,6:42:00,6:42:40
7,722026,322,6:44:00,6:44:40
7,722026,321,6:46:00,6:46:35
7,722026,320,6:47:50,6:48:35
7,722026,319,6:50:15,6:50:15
7,722026,318,6:51:55,6:52:35
7,722026,317,6:54:15,6:54:55
7,722026,316,6:56:30,6:57:15
7,722026,315,6:58:45,6:59:20
7,722026,314,7:00:40,7:01:15
7,722026,313,7:02:55,7:03:25
7,722026,312,7:04:45,7:05:40
7,722026,311,7:07:30,7:08:00
7,722026,310,7:10:20,7:10:50
7,722026,309,7:12:10,7:12:40
7,722026,308,7:14:40,7:15:40
7,722028,328,6:38:30,6:39:00
7,722028,327,6:40:25,6:41:00
7,722028,326,6:42:50,6:42:50
7,722028,325,6:44:40,6:45:20
7,722028,324,6:46:45,6:47:20
7,722028,323,6:49:00,6:49:40
7,722028,322,6:51:00,6:51:40
7,722028,321,6:53:00,6:53:35
7,722028,320,6:54:50,6:55:35
7,722028,319,6:57:15,6:57:15
7,722028,318,6:58:55,6:59:35
7,722028,317,7:01:15,7:01:55
7,722028,316,7:03:30,7:04:15
7,722028,315,7:05:45,7:06:20
7,722028,314,7:07:40,7:08:15
7,722028,313,7:09:55,7:10:25
7,722028,312,7:11:45,7:12:40
7,722028,311,7:14:30,7:15:00
7,722028,310,7:17:20,7:17:50
7,722028,309,7:19:10,7:19:40
7,722028,308,7:21:40,7:22:40
7,722030,328,6:43:30,6:44:00
7,722030,327,6:45:25,6:46:00
7,722030,326,6:47:50,6:47:50
7,722030,325,6:49:40,6:50:20
7,722030,324,6:51:45,6:52:20
7,722030,323,6:54:00,6:54:40
7,722030,322,6:56:00,6:56:40
7,722030,321,6:58:00,6:58:35
7,722030,320,6:59:50,7:00:35
7,722030,319,7:02:15,7:02:15
7,722030,318,7:03:55,7:04:35
7,722030,317,7:06:15,7:06:55
7,722030,316,7:08:30,7:09:15
7,722030,315,7:10:45,7:11:20
7,722030,314,7:12:40,7:13:15
7,722030,313,7:14:55,7:15:25
7,722030,312,7:16:45,7:17:40
7,722030,311,7:19:30,7:20:00
7,722030,310,7:22:20,7:22:50
7,722030,309,7:24:10,7:24:40
7,722030,308,7:26:40,7:27:40
7,722032,328,6:47:30,6:48:00
7,722032,327,6:49:25,6:50:00
7,722032,326,6:51:50,6:51:50
7,722032,325,6:53:40,6:54:20
7,722032,324,6:55:45,6:56:20
7,722032,323,6:58:00,6:58:40
7,722032,322,7:00:00,7:00:40
7,722032,321,7:02:00,7:02:35
7,722032,320,7:03:50,7:04:35
7,722032,319,7:06:15,7:06:15
7,722032,318,7:07:55,7:08:35
7,722032,317,7:10:15,7:10:55
7,722032,316,7:12:30,7:13:15
7,722032,315,7:14:45,7:15:20
7,722032,314,7:16:40,7:17:15
7,722032,313,7:18:55,7:19:25
7,722032,312,7:20:45,7:21:40
7,722032,311,7:23:30,7:24:00
7,722032,310,7:26:20,7:26:50
7,722032,309,7:28:10,7:28:40
7,722032,308,7:30:40,7:31:40
7,722034,328,6:51:30,6:52:00
7,722034,327,6:53:25,6:54:00
7,722034,326,6:55:50,6:55:50
7,722034,325,6:57:40,6:58:20
7,722034,324,6:59:45,7:00:20
7,722034,323,7:02:00,7:02:40
7,722034,322,7:04:00,7:04:40
7,722034,321,7:06:00,7:06:35
7,722034,320,7:07:50,7:08:35
7,722034,319,7:10:15,7:10:15
7,722034,318,7:11:55,7:12:35
7,722034,317,7:14:15,7:14:55
7,722034,316,7:16:30,7:17:15
7,722034,315,7:18:45,7:19:20
7,722034,314,7:20:40,7:21:15
7,722034,313,7:22:55,7:23:25
7,722034,312,7:24:45,7:25:40
7,722034,311,7:27:30,7:28:00
7,722034,310,7:30:20,7:30:50
7,722034,309,7:32:10,7:32:40
7,722034,308,7:34:40,7:35:40
7,722036,328,6:55:30,6:56:00
7,722036,327,6:57:25,6:58:00
7,722036,326,6:59:50,6:59:50
7,722036,325,7:01:40,7:02:20
7,722036,324,7:03:45,7:04:20
7,722036,323,7:06:00,7:06:40
7,722036,322,7:08:00,7:08:40
7,722036,321,7:10:00,7:10:35
7,722036,320,7:11:50,7:12:35
7,722036,319,7:14:15,7:14:15
7,722036,318,7:15:55,7:16:35
7,722036,317,7:18:15,7:18:55
7,722036,316,7:20:30,7:21:15
7,722036,315,7:22:45,7:23:20
7,722036,314,7:24:40,7:25:15
7,722036,313,7:26:55,7:27:25
7,722036,312,7:28:45,7:29:40
7,722036,311,7:31:30,7:32:00
7,722036,310,7:34:20,7:34:50
7,722036,309,7:36:10,7:36:40
7,722036,308,7:38:40,7:39:40
7,722038,328,6:59:30,7:00:00
7,722038,327,7:01:25,7:02:00
7,722038,326,7:03:50,7:03:50
7,722038,325,7:05:40,7:06:20
7,722038,324,7:07:45,7:08:20
7,722038,323,7:10:00,7:10:40
7,722038,322,7:12:00,7:12:40
7,722038,321,7:14:00,7:14:35
7,722038,320,7:15:50,7:16:35
7,722038,319,7:18:15,7:18:15
7,722038,318,7:19:55,7:20:35
7,722038,317,7:22:15,7:22:55
7,722038,316,7:24:30,7:25:15
7,722038,315,7:26:45,7:27:20
7,722038,314,7:28:40,7:29:15
7,722038,313,7:30:55,7:31:25
7,722038,312,7:32:45,7:33:40
7,722038,311,7:35:30,7:36:00
7,722038,310,7:38:20,7:38:50
7,722038,309,7:40:10,7:40:40
7,722038,308,7:42:40,7:43:40
7,722040,328,7:03:00,7:03:30
7,722040,327,7:04:55,7:05:30
7,722040,326,7:07:20,7:07:20
7,722040,325,7:09:10,7:09:50
7,722040,324,7:11:15,7:11:50
7,722040,323,7:13:30,7:14:10
7,722040,322,7:15:30,7:16:10
7,722040,321,7:17:30,7:18:05
7,722040,320,7:19:20,7:20:05
7,722040,319,7:21:45,7:21:45
7,722040,318,7:23:25,7:24:05
7,722040,317,7:25:45,7:26:25
7,722040,316,7:28:00,7:28:45
7,722040,315,7:30:15,7:30:50
7,722040,314,7:32:10,7:32:45
7,722040,313,7:34:25,7:34:55
7,722040,312,7:36:15,7:37:10
7,722040,311,7:39:00,7:39:30
7,722040,310,7:41:50,7:42:20
7,722040,309,7:43:40,7:44:10
7,722040,308,7:46:10,7:47:10
7,722042,328,7:08:00,7:08:30
7,722042,327,7:09:55,7:10:30
7,722042,326,7:12:20,7:12:20
7,722042,325,7:14:10,7:14:50
7,722042,324,7:16:15,7:16:50
7,722042,323,7:18:30,7:19:10
7,722042,322,7:20:30,7:21:10
7,722042,321,7:22:30,7:23:05
7,722042,320,7:24:20,7:25:05
7,722042,319,7:26:45,7:26:45
7,722042,318,7:28:25,7:29:05
7,722042,317,7:30:45,7:31:25
7,722042,316,7:33:00,7:33:45
7,722042,315,7:35:15,7:35:50
7,722042,314,7:37:10,7:37:45
7,722042,313,7:39:25,7:39:55
7,722042,312,7:41:15,7:42:10
7,722042,311,7:44:00,7:44:30
7,722042,310,7:46:50,7:47:20
7,722042,309,7:48:40,7:49:10
7,722042,308,7:51:10,7:52:10
7,722044,328,7:12:00,7:12:30
7,722044,327,7:13:55,7:14:30
7,722044,326,7:16:20,7:16:20
7,722044,325,7:18:10,7:18:50
7,722044,324,7:20:15,7:20:50
7,722044,323,7:22:30,7:23:10
7,722044,322,7:24:30,7:25:10
7,722044,321,7:26:30,7:27:05
7,722044,320,7:28:20,7:29:05
7,722044,319,7:30:45,7:30:45
7,722044,318,7:32:25,7:33:05
7,722044,317,7:34:45,7:35:25
7,722044,316,7:37:00,7:37:45
7,722044,315,7:39:15,7:39:50
7,722044,314,7:41:10,7:41:45
7,722044,313,7:43:25,7:43:55
7,722044,312,7:45:15,7:46:10
7,722044,311,7:48:00,7:48:30
7,722044,310,7:50:50,7:51:20
7,722044,309,7:52:40,7:53:10
7,722044,308,7:55:10,7:56:10
7,722046,328,7:15:30,7:16:00
7,722046,327,7:17:25,7:18:00
7,722046,326,7:19:50,7:19:50
7,722046,325,7:21:40,7:22:20
7,722046,324,7:23:45,7:24:20
7,722046,323,7:26:00,7:26:40
7,722046,322,7:28:00,7:28:40
7,722046,321,7:30:00,7:30:35
7,722046,320,7:31:50,7:32:35
7,722046,319,7:34:15,7:34:15
7,722046,318,7:35:55,7:36:35
7,722046,317,7:38:15,7:38:55
7,722046,316,7:40:30,7:41:15
7,722046,315,7:42:45,7:43:20
7,722046,314,7:44:40,7:45:15
7,722046,313,7:46:55,7:47:25
7,722046,312,7:48:45,7:49:40
7,722046,311,7:51:30,7:52:00
7,722046,310,7:54:20,7:54:50
7,722046,309,7:56:10,7:56:40
7,722046,308,7:58:40,7:59:40
7,722048,328,7:19:30,7:20:00
7,722048,327,7:21:25,7:22:00
7,722048,326,7:23:50,7:23:50
7,722048,325,7:25:40,7:26:20
7,722048,324,7:27:45,7:28:20
7,722048,323,7:30:00,7:30:40
7,722048,322,7:32:00,7:32:40
7,722048,321,7:34:00,7:34:35
7,722048,320,7:35:50,7:36:35
7,722048,319,7:38:15,7:38:15
7,722048,318,7:39:55,7:40:35
7,722048,317,7:42:15,7:42:55
7,722048,316,7:44:30,7:45:15
7,722048,315,7:46:45,7:47:20
7,722048,314,7:48:40,7:49:15
7,722048,313,7:50:55,7:51:25
7,722048,312,7:52:45,7:53:40
7,722048,311,7:55:30,7:56:00
7,722048,310,7:58:20,7:58:50
7,722048,309,8:00:10,8:00:40
7,722048,308,8:02:40,8:03:40
7,722050,328,7:23:30,7:24:00
7,722050,327,7:25:25,7:26:00
7,722050,326,7:27:50,7:27:50
7,722050,325,7:29:40,7:30:20
7,722050,324,7:31:45,7:32:20
7,722050,323,7:34:00,7:34:40
7,722050,322,7:36:00,7:36:40
7,722050,321,7:38:00,7:38:35
7,722050,320,7:39:50,7:40:35
7,722050,319,7:42:15,7:42:15
7,722050,318,7:43:55,7:44:35
7,722050,317,7:46:15,7:46:55
7,722050,316,7:48:30,7:49:15
7,722050,315,7:50:45,7:51:20
7,722050,314,7:52:40,7:53:15
7,722050,313,7:54:55,7:55:25
7,722050,312,7:56:45,7:57:40
7,722050,311,7:59:30,8:00:00
7,722050,310,8:02:20,8:02:50
7,722050,309,8:04:10,8:04:40
7,722050,308,8:06:40,8:07:40
7,722052,328,7:27:00,7:27:30
7,722052,327,7:28:55,7:29:30
7,722052,326,7:31:20,7:31:20
7,722052,325,7:33:10,7:33:50
7,722052,324,7:35:15,7:35:50
7,722052,323,7:37:30,7:38:10
7,722052,322,7:39:30,7:40:10
7,722052,321,7:41:30,7:42:05
7,722052,320,7:43:20,7:44:05
7,722052,319,7:45:45,7:45:45
7,722052,318,7:47:25,7:48:05
7,722052,317,7:49:45,7:50:25
7,722052,316,7:52:00,7:52:45
7,722052,315,7:54:15,7:54:50
7,722052,314,7:56:10,7:56:45
7,722052,313,7:58:25,7:58:55
7,722052,312,8:00:15,8:01:10
7,722052,311,8:03:00,8:03:30
7,722052,310,8:05:50,8:06:20
7,722052,309,8:07:40,8:08:10
7,722052,308,8:10:10,8:11:10
7,722054,328,7:30:30,7:31:00
7,722054,327,7:32:25,7:33:00
7,722054,326,7:34:50,7:34:50
7,722054,325,7:36:40,7:37:20
7,722054,324,7:38:45,7:39:20
7,722054,323,7:41:00,7:41:40
7,722054,322,7:43:00,7:43:40
7,722054,321,7:45:00,7:45:35
7,722054,320,7:46:50,7:47:35
7,722054,319,7:49:15,7:49:15
7,722054,318,7:50:55,7:51:35
7,722054,317,7:53:15,7:53:55
7,722054,316,7:55:30,7:56:15
7,722054,315,7:57:45,7:58:20
7,722054,314,7:59:40,8:00:15
7,722054,313,8:01:55,8:02:25
7,722054,312,8:03:45,8:04:40
7,722054,311,8:06:30,8:07:00
7,722054,310,8:09:20,8:09:50
7,722054,309,8:11:10,8:11:40
7,722054,308,8:13:40,8:14:40
7,722056,328,7:36:00,7:36:30
7,722056,327,7:37:55,7:38:30
7,722056,326,7:40:20,7:40:20
7,722056,325,7:42:10,7:42:50
7,722056,324,7:44:15,7:44:50
7,722056,323,7:46:30,7:47:10
7,722056,322,7:48:30,7:49:10
7,722056,321,7:50:30,7:51:05
7,722056,320,7:52:20,7:53:05
7,722056,319,7:54:45,7:54:45
7,722056,318,7:56:25,7:57:05
7,722056,317,7:58:45,7:59:25
7,722056,316,8:01:00,8:01:45
7,722056,315,8:03:15,8:03:50
7,722056,314,8:05:10,8:05:45
7,722056,313,8:07:25,8:07:55
7,722056,312,8:09:15,8:10:10
7,722056,311,8:12:00,8:12:30
7,722056,310,8:14:50,8:15:20
7,722056,309,8:16:40,8:17:10
7,722056,308,8:19:10,8:20:10
7,722058,328,7:39:30,7:40:00
7,722058,327,7:41:25,7:42:00
7,722058,326,7:43:50,7:43:50
7,722058,325,7:45:40,7:46:20
7,722058,324,7:47:45,7:48:20
7,722058,323,7:50:00,7:50:40
7,722058,322,7:52:00,7:52:40
7,722058,321,7:54:00,7:54:35
7,722058,320,7:55:50,7:56:35
7,722058,319,7:58:15,7:58:15
7,722058,318,7:59:55,8:00:35
7,722058,317,8:02:15,8:02:55
7,722058,316,8:04:30,8:05:15
7,722058,315,8:06:45,8:07:20
7,722058,314,8:08:40,8:09:15
7,722058,313,8:10:55,8:11:25
7,722058,312,8:12:45,8:13:40
7,722058,311,8:15:30,8:16:00
7,722058,310,8:18:20,8:18:50
7,722058,309,8:20:10,8:20:40
7,722058,308,8:22:40,8:23:40
7,722060,328,7:43:30,7:44:00
7,722060,327,7:45:25,7:46:00
7,722060,326,7:47:50,7:47:50
7,722060,325,7:49:40,7:50:20
7,722060,324,7:51:45,7:52:20
7,722060,323,7:54:00,7:54:40
7,722060,322,7:56:00,7:56:40
7,722060,321,7:58:00,7:58:35
7,722060,320,7:59:50,8:00:35
7,722060,319,8:02:15,8:02:15
7,722060,318,8:03:55,8:04:35
7,722060,317,8:06:15,8:06:55
7,722060,316,8:08:30,8:09:15
7,722060,315,8:10:45,8:11:20
7,722060,314,8:12:40,8:13:15
7,722060,313,8:14:55,8:15:25
7,722060,312,8:16:45,8:17:40
7,722060,311,8:19:30,8:20:00
7,722060,310,8:22:20,8:22:50
7,722060,309,8:24:10,8:24:40
7,722060,308,8:26:40,8:27:40
7,722062,328,7:47:30,7:48:00
7,722062,327,7:49:25,7:50:00
7,722062,326,7:51:50,7:51:50
7,722062,325,7:53:40,7:54:20
7,722062,324,7:55:45,7:56:20
7,722062,323,7:58:00,7:58:40
7,722062,322,8:00:00,8:00:40
7,722062,321,8:02:00,8:02:35
7,722062,320,8:03:50,8:04:35
7,722062,319,8:06:15,8:06:15
7,722062,318,8:07:55,8:08:35
7,722062,317,8:10:15,8:10:55
7,722062,316,8:12:30,8:13:15
7,722062,315,8:14:45,8:15:20
7,722062,314,8:16:40,8:17:15
7,722062,313,8:18:55,8:19:25
7,722062,312,8:20:45,8:21:40
7,722062,311,8:23:30,8:24:00
7,722062,310,8:26:20,8:26:50
7,722062,309,8:28:10,8:28:40
7,722062,308,8:30:40,8:31:40
7,722064,328,7:51:30,7:52:00
7,722064,327,7:53:25,7:54:00
7,722064,326,7:55:50,7:55:50
7,722064,325,7:57:40,7:58:20
7,722064,324,7:59:45,8:00:20
7,722064,323,8:02:00,8:02:40
7,722064,322,8:04:00,8:04:40
7,722064,321,8:06:00,8:06:35
7,722064,320,8:07:50,8:08:35
7,722064,319,8:10:15,8:10:15
7,722064,318,8:11:55,8:12:35
7,722064,317,8:14:15,8:14:55
7,722064,316,8:16:30,8:17:15
7,722064,315,8:18:45,8:19:20
7,722064,314,8:20:40,8:21:15
7,722064,313,8:22:55,8:23:25
7,722064,312,8:24:45,8:25:40
7,722064,311,8:27:30,8:28:00
7,722064,310,8:30:20,8:30:50
7,722064,309,8:32:10,8:32:40
7,722064,308,8:34:40,8:35:40
7,722066,328,7:55:00,7:55:30
7,722066,327,7:56:55,7:57:30
7,722066,326,7:59:20,7:59:20
7,722066,325,8:01:10,8:01:50
7,722066,324,8:03:15,8:03:50
7,722066,323,8:05:30,8:06:10
7,722066,322,8:07:30,8:08:10
7,722066,321,8:09:30,8:10:05
7,722066,320,8:11:20,8:12:05
7,722066,319,8:13:45,8:13:45
7,722066,318,8:15:25,8:16:05
7,722066,317,8:17:45,8:18:25
7,722066,316,8:20:00,8:20:45
7,722066,315,8:22:15,8:22:50
7,722066,314,8:24:10,8:24:45
7,722066,313,8:26:25,8:26:55
7,722066,312,8:28:15,8:29:10
7,722066,311,8:31:00,8:31:30
7,722066,310,8:33:50,8:34:20
7,722066,309,8:35:40,8:36:10
7,722066,308,8:38:10,8:39:10
7,722068,328,7:58:30,7:59:00
7,722068,327,8:00:25,8:01:00
7,722068,326,8:02:50,8:02:50
7,722068,325,8:04:40,8:05:20
7,722068,324,8:06:45,8:07:20
7,722068,323,8:09:00,8:09:40
7,722068,322,8:11:00,8:11:40
7,722068,321,8:13:00,8:13:35
7,722068,320,8:14:50,8:15:35
7,722068,319,8:17:15,8:17:15
7,722068,318,8:18:55,8:19:35
7,722068,317,8:21:15,8:21:55
7,722068,316,8:23:30,8:24:15
7,722068,315,8:25:45,8:26:20
7,722068,314,8:27:40,8:28:15
7,722068,313,8:29:55,8:30:25
7,722068,312,8:31:45,8:32:40
7,722068,311,8:34:30,8:35:00
7,722068,310,8:37:20,8:37:50
7,722068,309,8:39:10,8:39:40
7,722068,308,8:41:40,8:42:40
7,722070,328,8:04:00,8:04:30
7,722070,327,8:05:55,8:06:30
7,722070,326,8:08:20,8:08:20
7,722070,325,8:10:10,8:10:50
7,722070,324,8:12:15,8:12:50
7,722070,323,8:14:30,8:15:10
7,722070,322,8:16:30,8:17:10
7,722070,321,8:18:30,8:19:05
7,722070,320,8:20:20,8:21:05
7,722070,319,8:22:45,8:22:45
7,722070,318,8:24:25,8:25:05
7,722070,317,8:26:45,8:27:25
7,722070,316,8:29:00,8:29:45
7,722070,315,8:31:15,8:31:50
7,722070,314,8:33:10,8:33:45
7,722070,313,8:35:25,8:35:55
7,722070,312,8:37:15,8:38:10
7,722070,311,8:40:00,8:40:30
7,722070,310,8:42:50,8:43:20
7,722070,309,8:44:40,8:45:10
7,722070,308,8:47:10,8:48:10
7,722072,328,8:07:30,8:08:00
7,722072,327,8:09:25,8:10:00
7,722072,326,8:11:50,8:11:50
7,722072,325,8:13:40,8:14:20
7,722072,324,8:15:45,8:16:20
7,722072,323,8:18:00,8:18:40
7,722072,322,8:20:00,8:20:40
7,722072,321,8:22:00,8:22:35
7,722072,320,8:23:50,8:24:35
7,722072,319,8:26:15,8:26:15
7,722072,318,8:27:55,8:28:35
7,722072,317,8:30:15,8:30:55
7,722072,316,8:32:30,8:33:15
7,722072,315,8:34:45,8:35:20
7,722072,314,8:36:40,8:37:15
7,722072,313,8:38:55,8:39:25
7,722072,312,8:40:45,8:41:40
7,722072,311,8:43:30,8:44:00
7,722072,310,8:46:20,8:46:50
7,722072,309,8:48:10,8:48:40
7,722072,308,8:50:40,8:51:40
7,722074,328,8:11:30,8:12:00
7,722074,327,8:13:25,8:14:00
7,722074,326,8:15:50,8:15:50
7,722074,325,8:17:40,8:18:20
7,722074,324,8:19:45,8:20:20
7,722074,323,8:22:00,8:22:40
7,722074,322,8:24:00,8:24:40
7,722074,321,8:26:00,8:26:35
7,722074,320,8:27:50,8:28:35
7,722074,319,8:30:15,8:30:15
7,722074,318,8:31:55,8:32:35
7,722074,317,8:34:15,8:34:55
7,722074,316,8:36:30,8:37:15
7,722074,315,8:38:45,8:39:20
7,722074,314,8:40:40,8:41:15
7,722074,313,8:42:55,8:43:25
7,722074,312,8:44:45,8:45:40
7,722074,311,8:47:30,8:48:00
7,722074,310,8:50:20,8:50:50
7,722074,309,8:52:10,8:52:40
7,722074,308,8:54:40,8:55:40
7,722076,328,8:15:30,8:16:00
7,722076,327,8:17:25,8:18:00
7,722076,326,8:19:50,8:19:50
7,722076,325,8:21:40,8:22:20
